SessionID,ParticipantCode,FinalPageVisited,GroupID,ID_in_Group,Treatment,Round,SubgroupID,ID_in_Subgroup,S1,S2,S3,SelfProposal,Selected_Proposal,Vote,Approved,Num_of_Approvals,Earnings,CompletionCode
69,iirc3prl,VoterPage,59,3,Baseline,3,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
70,g3lg7k96,ExperimentInstructions,,70,Baseline,1,,,,,,,{},0,0,0,0.0,
70,g3lg7k96,ExperimentInstructions,,70,Baseline,2,,,,,,,{},0,0,0,0.0,
70,g3lg7k96,ExperimentInstructions,,70,Baseline,3,,,,,,,{},0,0,0,0.0,
71,k8n799jx,VoterPage,59,7,Baseline,1,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
71,k8n799jx,VoterPage,59,7,Baseline,2,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,1,0.0,
71,k8n799jx,VoterPage,59,7,Baseline,3,3.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
72,8tf6mpw7,VoterPage,96,9,Baseline,1,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
72,8tf6mpw7,VoterPage,96,9,Baseline,2,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
72,8tf6mpw7,VoterPage,96,9,Baseline,3,,,,,,,{},0,0,0,0.0,
73,vxjoaihk,VoterPage,96,2,Baseline,1,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
73,vxjoaihk,VoterPage,96,2,Baseline,2,1.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
73,vxjoaihk,VoterPage,96,2,Baseline,3,,,,,,,{},0,0,0,0.0,
74,yyn8wssq,ExperimentInstructions,,74,Baseline,1,,,,,,,{},0,0,0,0.0,
74,yyn8wssq,ExperimentInstructions,,74,Baseline,2,,,,,,,{},0,0,0,0.0,
74,yyn8wssq,ExperimentInstructions,,74,Baseline,3,,,,,,,{},0,0,0,0.0,
75,x58xu178,ExperimentInstructions,,75,Baseline,1,,,,,,,{},0,0,0,0.0,
75,x58xu178,ExperimentInstructions,,75,Baseline,2,,,,,,,{},0,0,0,0.0,
75,x58xu178,ExperimentInstructions,,75,Baseline,3,,,,,,,{},0,0,0,0.0,
76,2xrp8nmu,SyncTop,,1,Baseline,1,,,,,,,{},0,0,0,0.0,
76,2xrp8nmu,SyncTop,,1,Baseline,2,,,,,,,{},0,0,0,0.0,
76,2xrp8nmu,SyncTop,,1,Baseline,3,,,,,,,{},0,0,0,0.0,
77,ny5dmabw,WaitingPage,87,6,Priming,1,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",1,1,2,10.0,
77,ny5dmabw,WaitingPage,87,6,Priming,2,,,,,,,{},0,0,0,0.0,
77,ny5dmabw,WaitingPage,87,6,Priming,3,,,,,,,{},0,0,0,0.0,
78,29r7eoh3,ExperimentInstructions,,78,Baseline,1,,,,,,,{},0,0,0,0.0,
78,29r7eoh3,ExperimentInstructions,,78,Baseline,2,,,,,,,{},0,0,0,0.0,
78,29r7eoh3,ExperimentInstructions,,78,Baseline,3,,,,,,,{},0,0,0,0.0,
79,q502s6k6,ExperimentInstructions,,79,Baseline,1,,,,,,,{},0,0,0,0.0,
79,q502s6k6,ExperimentInstructions,,79,Baseline,2,,,,,,,{},0,0,0,0.0,
79,q502s6k6,ExperimentInstructions,,79,Baseline,3,,,,,,,{},0,0,0,0.0,
80,k5lcbt6p,Priming,105,5,Priming,1,,,,,,,{},0,0,0,0.0,
80,k5lcbt6p,Priming,105,5,Priming,2,,,,,,,{},0,0,0,0.0,
80,k5lcbt6p,Priming,105,5,Priming,3,,,,,,,{},0,0,0,0.0,
81,2bf4hpf3,SyncTop,,1,Baseline,1,,,,,,,{},0,0,0,0.0,
81,2bf4hpf3,SyncTop,,1,Baseline,2,,,,,,,{},0,0,0,0.0,
81,2bf4hpf3,SyncTop,,1,Baseline,3,,,,,,,{},0,0,0,0.0,
82,rg88j88o,VoterPage,59,2,Baseline,1,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
82,rg88j88o,VoterPage,59,2,Baseline,2,3.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 3, ""proposal"": {""s1"": 0, ""s2"": 15, ""s3"": 15}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,0,1,10.0,
82,rg88j88o,VoterPage,59,2,Baseline,3,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 15, ""s2"": 15, ""s3"": 0}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
83,q6t7wn6l,VoterPage,96,8,Baseline,1,3.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
83,q6t7wn6l,VoterPage,96,8,Baseline,2,1.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
83,q6t7wn6l,VoterPage,96,8,Baseline,3,,,,,,,{},0,0,0,0.0,
84,1gegs3v4,QuizPage,,84,Baseline,1,,,,,,,{},0,0,0,0.0,
84,1gegs3v4,QuizPage,,84,Baseline,2,,,,,,,{},0,0,0,0.0,
84,1gegs3v4,QuizPage,,84,Baseline,3,,,,,,,{},0,0,0,0.0,
85,e0vmym7d,ProposerPage,62,4,Priming,1,,,,,,,{},0,0,0,0.0,
85,e0vmym7d,ProposerPage,62,4,Priming,2,,,,,,,{},0,0,0,0.0,
85,e0vmym7d,ProposerPage,62,4,Priming,3,,,,,,,{},0,0,0,0.0,
86,9xchnpk4,Party,,86,Baseline,1,,,,,,,{},0,0,0,0.0,
86,9xchnpk4,Party,,86,Baseline,2,,,,,,,{},0,0,0,0.0,
86,9xchnpk4,Party,,86,Baseline,3,,,,,,,{},0,0,0,0.0,
87,3bbqipv1,WaitingPage,87,1,Priming,1,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 15, ""s3"": 5}}}",1,1,2,10.0,
87,3bbqipv1,WaitingPage,87,1,Priming,2,,,,,,,{},0,0,0,0.0,
87,3bbqipv1,WaitingPage,87,1,Priming,3,,,,,,,{},0,0,0,0.0,
88,l1tvhg37,ProposerPage,62,5,Priming,1,,,,,,,{},0,0,0,0.0,
88,l1tvhg37,ProposerPage,62,5,Priming,2,,,,,,,{},0,0,0,0.0,
88,l1tvhg37,ProposerPage,62,5,Priming,3,,,,,,,{},0,0,0,0.0,
89,zkdleo9m,WelcomePage,,89,Baseline,1,,,,,,,{},0,0,0,0.0,
89,zkdleo9m,WelcomePage,,89,Baseline,2,,,,,,,{},0,0,0,0.0,
89,zkdleo9m,WelcomePage,,89,Baseline,3,,,,,,,{},0,0,0,0.0,
90,baxt3v8y,ExperimentInstructions,,90,Baseline,1,,,,,,,{},0,0,0,0.0,
90,baxt3v8y,ExperimentInstructions,,90,Baseline,2,,,,,,,{},0,0,0,0.0,
90,baxt3v8y,ExperimentInstructions,,90,Baseline,3,,,,,,,{},0,0,0,0.0,
91,w3yaks4i,WelcomePage,,91,Baseline,1,,,,,,,{},0,0,0,0.0,
91,w3yaks4i,WelcomePage,,91,Baseline,2,,,,,,,{},0,0,0,0.0,
91,w3yaks4i,WelcomePage,,91,Baseline,3,,,,,,,{},0,0,0,0.0,
92,g475wwkk,WelcomePage,,92,Baseline,1,,,,,,,{},0,0,0,0.0,
92,g475wwkk,WelcomePage,,92,Baseline,2,,,,,,,{},0,0,0,0.0,
92,g475wwkk,WelcomePage,,92,Baseline,3,,,,,,,{},0,0,0,0.0,
93,6clkiexr,ExperimentInstructions,,93,Baseline,1,,,,,,,{},0,0,0,0.0,
93,6clkiexr,ExperimentInstructions,,93,Baseline,2,,,,,,,{},0,0,0,0.0,
93,6clkiexr,ExperimentInstructions,,93,Baseline,3,,,,,,,{},0,0,0,0.0,
94,470e342h,Priming,105,9,Priming,1,,,,,,,{},0,0,0,0.0,
94,470e342h,Priming,105,9,Priming,2,,,,,,,{},0,0,0,0.0,
94,470e342h,Priming,105,9,Priming,3,,,,,,,{},0,0,0,0.0,
95,ncv1ryuq,AreYouThereVoter,96,3,Baseline,1,2.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
95,ncv1ryuq,AreYouThereVoter,96,3,Baseline,2,3.0,3.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
95,ncv1ryuq,AreYouThereVoter,96,3,Baseline,3,,,,,,,{},0,0,0,0.0,
96,kj69tydj,VoterPage,96,1,Baseline,1,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
96,kj69tydj,VoterPage,96,1,Baseline,2,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
96,kj69tydj,VoterPage,96,1,Baseline,3,,,,,,,{},0,0,0,0.0,
97,yhg3nang,VoterPage,96,6,Baseline,1,3.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
97,yhg3nang,VoterPage,96,6,Baseline,2,2.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
97,yhg3nang,VoterPage,96,6,Baseline,3,,,,,,,{},0,0,0,0.0,
98,bgmdpqrz,Priming,105,8,Priming,1,,,,,,,{},0,0,0,0.0,
98,bgmdpqrz,Priming,105,8,Priming,2,,,,,,,{},0,0,0,0.0,
98,bgmdpqrz,Priming,105,8,Priming,3,,,,,,,{},0,0,0,0.0,
99,g9q7aig0,ExperimentInstructions,,99,Baseline,1,,,,,,,{},0,0,0,0.0,
99,g9q7aig0,ExperimentInstructions,,99,Baseline,2,,,,,,,{},0,0,0,0.0,
99,g9q7aig0,ExperimentInstructions,,99,Baseline,3,,,,,,,{},0,0,0,0.0,
100,ext9tp90,ProposerPage,62,7,Priming,1,,,,,,,{},0,0,0,0.0,
100,ext9tp90,ProposerPage,62,7,Priming,2,,,,,,,{},0,0,0,0.0,
100,ext9tp90,ProposerPage,62,7,Priming,3,,,,,,,{},0,0,0,0.0,
101,9dlz7hnn,QuizPage,,101,Baseline,1,,,,,,,{},0,0,0,0.0,
101,9dlz7hnn,QuizPage,,101,Baseline,2,,,,,,,{},0,0,0,0.0,
101,9dlz7hnn,QuizPage,,101,Baseline,3,,,,,,,{},0,0,0,0.0,
102,72ws9c05,ProposerPage,62,9,Priming,1,,,,,,,{},0,0,0,0.0,
102,72ws9c05,ProposerPage,62,9,Priming,2,,,,,,,{},0,0,0,0.0,
102,72ws9c05,ProposerPage,62,9,Priming,3,,,,,,,{},0,0,0,0.0,
103,9xzw5pl7,VoterPage,96,4,Baseline,1,1.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
103,9xzw5pl7,VoterPage,96,4,Baseline,2,3.0,2.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
103,9xzw5pl7,VoterPage,96,4,Baseline,3,,,,,,,{},0,0,0,0.0,
104,vu8h441m,Priming,105,2,Priming,1,,,,,,,{},0,0,0,0.0,
104,vu8h441m,Priming,105,2,Priming,2,,,,,,,{},0,0,0,0.0,
104,vu8h441m,Priming,105,2,Priming,3,,,,,,,{},0,0,0,0.0,
105,db5qlirc,WaitingPage,105,1,Priming,1,,,,,,,{},0,0,0,0.0,
105,db5qlirc,WaitingPage,105,1,Priming,2,,,,,,,{},0,0,0,0.0,
105,db5qlirc,WaitingPage,105,1,Priming,3,,,,,,,{},0,0,0,0.0,
106,yknzwxoz,QuizPage,,106,Baseline,1,,,,,,,{},0,0,0,0.0,
106,yknzwxoz,QuizPage,,106,Baseline,2,,,,,,,{},0,0,0,0.0,
106,yknzwxoz,QuizPage,,106,Baseline,3,,,,,,,{},0,0,0,0.0,
107,qh8mqdaz,QuizPage,,107,Baseline,1,,,,,,,{},0,0,0,0.0,
107,qh8mqdaz,QuizPage,,107,Baseline,2,,,,,,,{},0,0,0,0.0,
107,qh8mqdaz,QuizPage,,107,Baseline,3,,,,,,,{},0,0,0,0.0,
108,6bl5pjhj,WaitingPage,105,7,Priming,1,,,,,,,{},0,0,0,0.0,
108,6bl5pjhj,WaitingPage,105,7,Priming,2,,,,,,,{},0,0,0,0.0,
108,6bl5pjhj,WaitingPage,105,7,Priming,3,,,,,,,{},0,0,0,0.0,
109,y1n1ktt5,SyncTop,,109,Baseline,1,,,,,,,{},0,0,0,0.0,
109,y1n1ktt5,SyncTop,,109,Baseline,2,,,,,,,{},0,0,0,0.0,
109,y1n1ktt5,SyncTop,,109,Baseline,3,,,,,,,{},0,0,0,0.0,
110,cly1b5ts,ExperimentInstructions,,110,Baseline,1,,,,,,,{},0,0,0,0.0,
110,cly1b5ts,ExperimentInstructions,,110,Baseline,2,,,,,,,{},0,0,0,0.0,
110,cly1b5ts,ExperimentInstructions,,110,Baseline,3,,,,,,,{},0,0,0,0.0,
111,e2vzdla9,QuizPage,,111,Baseline,1,,,,,,,{},0,0,0,0.0,
111,e2vzdla9,QuizPage,,111,Baseline,2,,,,,,,{},0,0,0,0.0,
111,e2vzdla9,QuizPage,,111,Baseline,3,,,,,,,{},0,0,0,0.0,
112,7cus0fnf,Priming,105,3,Priming,1,,,,,,,{},0,0,0,0.0,
112,7cus0fnf,Priming,105,3,Priming,2,,,,,,,{},0,0,0,0.0,
112,7cus0fnf,Priming,105,3,Priming,3,,,,,,,{},0,0,0,0.0,
113,oonj4j2g,ExperimentInstructions,,113,Baseline,1,,,,,,,{},0,0,0,0.0,
113,oonj4j2g,ExperimentInstructions,,113,Baseline,2,,,,,,,{},0,0,0,0.0,
113,oonj4j2g,ExperimentInstructions,,113,Baseline,3,,,,,,,{},0,0,0,0.0,
114,1q3hb5um,SampleInstructions,,114,Baseline,1,,,,,,,{},0,0,0,0.0,
114,1q3hb5um,SampleInstructions,,114,Baseline,2,,,,,,,{},0,0,0,0.0,
114,1q3hb5um,SampleInstructions,,114,Baseline,3,,,,,,,{},0,0,0,0.0,
115,g1zg92no,VoterPage,96,7,Baseline,1,1.0,3.0,5.0,7.0,18.0,18.0,"{""1"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 1, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",1,1,3,10.0,
115,g1zg92no,VoterPage,96,7,Baseline,2,2.0,1.0,10.0,10.0,10.0,10.0,"{""1"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""2"": {""proposer_id"": 2, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}, ""3"": {""proposer_id"": 3, ""proposal"": {""s1"": 10, ""s2"": 10, ""s3"": 10}}}",0,0,0,0.0,
115,g1zg92no,VoterPage,96,7,Baseline,3,,,,,,,{},0,0,0,0.0,
116,3o9iwhqs,QuizPage,,116,Baseline,1,,,,,,,{},0,0,0,0.0,
116,3o9iwhqs,QuizPage,,116,Baseline,2,,,,,,,{},0,0,0,0.0,
116,3o9iwhqs,QuizPage,,116,Baseline,3,,,,,,,{},0,0,0,0.0,
117,11trrjaz,ExperimentInstructions,,117,Baseline,1,,,,,,,{},0,0,0,0.0,
117,11trrjaz,ExperimentInstructions,,117,Baseline,2,,,,,,,{},0,0,0,0.0,
117,11trrjaz,ExperimentInstructions,,117,Baseline,3,,,,,,,{},0,0,0,0.0,
118,nsu5u4dj,WelcomePage,,118,Baseline,1,,,,,,,{},0,0,0,0.0,
118,nsu5u4dj,WelcomePage,,118,Baseline,2,,,,,,,{},0,0,0,0.0,
118,nsu5u4dj,WelcomePage,,118,Baseline,3,,,,,,,{},0,0,0,0.0,
119,oajnj8qo,Party,,119,Baseline,1,,,,,,,{},0,0,0,0.0,
119,oajnj8qo,Party,,119,Baseline,2,,,,,,,{},0,0,0,0.0,
119,oajnj8qo,Party,,119,Baseline,3,,,,,,,{},0,0,0,0.0,
120,eo1u8c3a,ExperimentInstructions,,120,Baseline,1,,,,,,,{},0,0,0,0.0,
120,eo1u8c3a,ExperimentInstructions,,120,Baseline,2,,,,,,,{},0,0,0,0.0,
120,eo1u8c3a,ExperimentInstructions,,120,Baseline,3,,,,,,,{},0,0,0,0.0,
121,0v7w6kmk,QuizPage,,121,Baseline,1,,,,,,,{},0,0,0,0.0,
121,0v7w6kmk,QuizPage,,121,Baseline,2,,,,,,,{},0,0,0,0.0,
121,0v7w6kmk,QuizPage,,121,Baseline,3,,,,,,,{},0,0,0,0.0,
122,a58zavt7,SampleInstructions,,122,Baseline,1,,,,,,,{},0,0,0,0.0,
122,a58zavt7,SampleInstructions,,122,Baseline,2,,,,,,,{},0,0,0,0.0,
122,a58zavt7,SampleInstructions,,122,Baseline,3,,,,,,,{},0,0,0,0.0,
123,g4i11ocb,Party,,123,Baseline,1,,,,,,,{},0,0,0,0.0,
123,g4i11ocb,Party,,123,Baseline,2,,,,,,,{},0,0,0,0.0,
123,g4i11ocb,Party,,123,Baseline,3,,,,,,,{},0,0,0,0.0,
124,wwsz21i5,SyncTop,,124,Baseline,1,,,,,,,{},0,0,0,0.0,
124,wwsz21i5,SyncTop,,124,Baseline,2,,,,,,,{},0,0,0,0.0,
124,wwsz21i5,SyncTop,,124,Baseline,3,,,,,,,{},0,0,0,0.0,
125,eklp3oqn,Party,,125,Baseline,1,,,,,,,{},0,0,0,0.0,
125,eklp3oqn,Party,,125,Baseline,2,,,,,,,{},0,0,0,0.0,
125,eklp3oqn,Party,,125,Baseline,3,,,,,,,{},0,0,0,0.0,
126,iwkwvqxt,SampleInstructions,,126,Baseline,1,,,,,,,{},0,0,0,0.0,
126,iwkwvqxt,SampleInstructions,,126,Baseline,2,,,,,,,{},0,0,0,0.0,
126,iwkwvqxt,SampleInstructions,,126,Baseline,3,,,,,,,{},0,0,0,0.0,
127,0s04p4zt,ExperimentInstructions,,127,Baseline,1,,,,,,,{},0,0,0,0.0,
127,0s04p4zt,ExperimentInstructions,,127,Baseline,2,,,,,,,{},0,0,0,0.0,
127,0s04p4zt,ExperimentInstructions,,127,Baseline,3,,,,,,,{},0,0,0,0.0,
128,wesxae87,WelcomePage,,128,Baseline,1,,,,,,,{},0,0,0,0.0,
128,wesxae87,WelcomePage,,128,Baseline,2,,,,,,,{},0,0,0,0.0,
128,wesxae87,WelcomePage,,128,Baseline,3,,,,,,,{},0,0,0,0.0,
129,024vu4yn,Party,,129,Baseline,1,,,,,,,{},0,0,0,0.0,
129,024vu4yn,Party,,129,Baseline,2,,,,,,,{},0,0,0,0.0,
129,024vu4yn,Party,,129,Baseline,3,,,,,,,{},0,0,0,0.0,
130,4jxk0uoz,QuizPage,,130,Baseline,1,,,,,,,{},0,0,0,0.0,
130,4jxk0uoz,QuizPage,,130,Baseline,2,,,,,,,{},0,0,0,0.0,
130,4jxk0uoz,QuizPage,,130,Baseline,3,,,,,,,{},0,0,0,0.0,
131,r91kpskk,WelcomePage,,131,Baseline,1,,,,,,,{},0,0,0,0.0,
131,r91kpskk,WelcomePage,,131,Baseline,2,,,,,,,{},0,0,0,0.0,
131,r91kpskk,WelcomePage,,131,Baseline,3,,,,,,,{},0,0,0,0.0,
132,d77cfs8l,SampleInstructions,,132,Baseline,1,,,,,,,{},0,0,0,0.0,
132,d77cfs8l,SampleInstructions,,132,Baseline,2,,,,,,,{},0,0,0,0.0,
132,d77cfs8l,SampleInstructions,,132,Baseline,3,,,,,,,{},0,0,0,0.0,
133,cc2rytjb,ExperimentInstructions,,133,Baseline,1,,,,,,,{},0,0,0,0.0,
133,cc2rytjb,ExperimentInstructions,,133,Baseline,2,,,,,,,{},0,0,0,0.0,
133,cc2rytjb,ExperimentInstructions,,133,Baseline,3,,,,,,,{},0,0,0,0.0,
134,8z4azhcq,Party,,134,Baseline,1,,,,,,,{},0,0,0,0.0,
134,8z4azhcq,Party,,134,Baseline,2,,,,,,,{},0,0,0,0.0,
134,8z4azhcq,Party,,134,Baseline,3,,,,,,,{},0,0,0,0.0,
135,ziy4kaf4,ExperimentInstructions,,135,Baseline,1,,,,,,,{},0,0,0,0.0,
135,ziy4kaf4,ExperimentInstructions,,135,Baseline,2,,,,,,,{},0,0,0,0.0,
135,ziy4kaf4,ExperimentInstructions,,135,Baseline,3,,,,,,,{},0,0,0,0.0,
136,8jc39nkh,ExperimentInstructions,,136,Baseline,1,,,,,,,{},0,0,0,0.0,
136,8jc39nkh,ExperimentInstructions,,136,Baseline,2,,,,,,,{},0,0,0,0.0,
136,8jc39nkh,ExperimentInstructions,,136,Baseline,3,,,,,,,{},0,0,0,0.0,
137,llm6czt0,SampleInstructions,,137,Baseline,1,,,,,,,{},0,0,0,0.0,
137,llm6czt0,SampleInstructions,,137,Baseline,2,,,,,,,{},0,0,0,0.0,
137,llm6czt0,SampleInstructions,,137,Baseline,3,,,,,,,{},0,0,0,0.0,
